date,open,high,low,close,trend,Volatility,Volatility_median,Volatility_status,Volatility_Trend
2015-04-20,118.992,119.433,118.53,119.129,0,0.007618324474816551,,Low_Volatility,Low Volatility + No Trend
2015-04-21,119.139,119.832,119.139,119.663,0,0.005816735074157059,,Low_Volatility,Low Volatility + No Trend
2015-04-22,119.665,119.961,119.344,119.903,0,0.005169928944898817,,Low_Volatility,Low Volatility + No Trend
2015-04-23,119.897,120.092,119.426,119.567,0,0.005576675095875243,,Low_Volatility,Low Volatility + No Trend
2015-04-24,119.579,119.658,118.829,118.925,0,0.006976411482045694,,Low_Volatility,Low Volatility + No Trend
2015-04-27,118.856,119.433,118.775,119.029,0,0.005539886339717965,,Low_Volatility,Low Volatility + No Trend
2015-04-28,119.021,119.197,118.773,118.837,0,0.0035698348951361558,,Low_Volatility,Low Volatility + No Trend
2015-04-29,118.843,119.36,118.607,118.993,0,0.006348697800298466,,Low_Volatility,Low Volatility + No Trend
2015-04-30,118.983,119.894,118.496,119.373,0,0.011797866594653072,,Low_Volatility,Low Volatility + No Trend
2015-05-01,119.367,120.286,119.367,120.17,0,0.007698945269630609,,Low_Volatility,Low Volatility + No Trend
2015-05-04,120.221,120.274,119.996,120.127,0,0.0023167438914630974,,Low_Volatility,Low Volatility + No Trend
2015-05-05,120.135,120.504,119.725,119.845,0,0.00650657757360627,,Low_Volatility,Low Volatility + No Trend
2015-05-06,119.819,120.046,119.203,119.423,0,0.00707196966519302,,Low_Volatility,Low Volatility + No Trend
2015-05-07,119.425,119.86,119.054,119.729,0,0.006770037126010024,,Low_Volatility,Low Volatility + No Trend
2015-05-08,119.729,120.23,119.586,119.77,0,0.005385245764554425,,Low_Volatility,Low Volatility + No Trend
2015-05-11,119.633,120.151,119.617,120.079,0,0.004464248392786909,,Low_Volatility,Low Volatility + No Trend
2015-05-12,120.081,120.275,119.788,119.845,0,0.004065515744481993,,Low_Volatility,Low Volatility + No Trend
2015-05-13,119.845,120.01,119.034,119.141,0,0.00819933800426768,,Low_Volatility,Low Volatility + No Trend
