date,open,high,low,close,CI,trend,trend_in_progress,Volatility,Volatility_median,Volatility_status,Volatility_Trend,typical_spread_in_points,weighted_avg_execution_spread_$,PnL_per_lot,total_profit,total_volume
2020-01-02,1520.51,1530.51,1517.14,1528.91,31.19598076909241,1.0,0.0,0.008812634298746253,0.009041975932767413,Low_Volatility,Low Volatility + Trend,,,-79.951,-109918.23,1374.82
2020-01-03,1528.32,1553.48,1527.83,1551.71,20.00378484662828,1.0,0.0,0.016788517047053725,0.009057690968091087,High_Volatility,High Volatility + Trend,,,-194.931666,-451752.19,2317.49
2020-01-06,1559.85,1587.55,1559.62,1565.31,10.673826579851957,1.0,0.0,0.017908208409740875,0.009080117917717411,High_Volatility,High Volatility + Trend,,,-42.340789,-89979.68,2125.13
2020-01-07,1564.66,1577.26,1555.21,1573.71,11.00431746641438,1.0,0.0,0.014178149574655484,0.009130090686105312,High_Volatility,High Volatility + Trend,,,-107.541086,-211276.29,1964.61
2020-01-08,1576.61,1604.67,1555.14,1555.91,6.944739054021155,1.0,0.0,0.03184922257803154,0.009190072271696114,High_Volatility,High Volatility + Trend,,,-108.748485,-352300.5,3239.59
2020-01-09,1556.0,1561.23,1540.14,1551.81,8.947676303281064,1.0,0.0,0.013693560325684624,0.009243106369073745,High_Volatility,High Volatility + Trend,,,-97.894723,-150256.65,1534.88
2020-01-10,1551.81,1563.07,1546.11,1561.71,11.375890824655311,1.0,0.0,0.010969465303244942,0.009265794747853977,High_Volatility,High Volatility + Trend,,,-30.897899,-45527.13,1473.47
2020-01-13,1561.15,1561.21,1546.4,1547.51,13.121904000813622,1.0,0.0,0.009577082255561267,0.009289650723163692,High_Volatility,High Volatility + Trend,,,-37.004274,-40706.55,1100.05
2020-01-14,1547.24,1548.79,1535.87,1546.11,17.02947292747791,1.0,0.0,0.008412170300871867,0.009289650723163692,Low_Volatility,Low Volatility + Trend,,,-76.842519,-96624.86,1257.44
2020-01-15,1545.89,1556.95,1545.84,1555.81,22.901729617202665,1.0,0.0,0.00718703099932731,0.009289650723163692,Low_Volatility,Low Volatility + Trend,,,-42.6925,-48546.5,1137.12
2020-01-16,1555.73,1557.49,1549.32,1552.32,28.068609127981404,1.0,0.0,0.005273281181421574,0.009289650723163692,Low_Volatility,Low Volatility + Trend,,,6.100526,6270.43,1027.85
2020-01-17,1551.8,1561.14,1549.27,1557.01,30.74172496980897,1.0,0.0,0.00766167291692224,0.009265794747853977,Low_Volatility,Low Volatility + Trend,,,0.875669,936.62,1069.6
2020-01-20,1556.96,1562.7,1556.29,1560.44,33.70293031012973,1.0,0.0,0.004118769638049516,0.009265794747853977,Low_Volatility,Low Volatility + Trend,,,-55.901495,-31066.14,555.73
2020-01-21,1560.07,1568.53,1546.23,1557.91,36.45935321216226,1.0,0.0,0.014422175226195297,0.009289650723163692,High_Volatility,High Volatility + Trend,,,-54.016111,-12340413.0,2284.58
2020-01-22,1557.59,1559.05,1550.09,1558.71,42.82806463990782,0.0,0.0,0.005780309530414387,0.009289650723163692,Low_Volatility,Low Volatility + No Trend,,,-1.923437,-2216.51,1152.37
2020-01-23,1558.04,1567.85,1553.63,1562.41,48.20873376020494,0.0,0.0,0.009152758378764442,0.009289650723163692,Low_Volatility,Low Volatility + No Trend,,,12.481783,22522.0,1804.39
2020-01-24,1562.21,1575.83,1556.42,1570.91,48.97281051557787,0.0,0.0,0.012470926870638936,0.00931658062967387,High_Volatility,High Volatility + No Trend,,,-2.272995,-4340.65,1909.66
2020-01-27,1580.61,1588.24,1576.97,1581.61,49.50275463901252,0.0,0.0,0.007146616612871508,0.00931658062967387,Low_Volatility,Low Volatility + No Trend,,,22.116043,40400.92,1826.77
2020-01-28,1581.59,1582.9,1565.37,1567.11,59.56475338509591,0.0,0.0,0.011198630355762663,0.009337562892162865,High_Volatility,High Volatility + No Trend,,,-13.594151,-24334.35,1790.06
2020-01-29,1566.77,1577.84,1563.38,1576.61,59.08069797955263,0.0,0.0,0.009249190855709941,0.009337562892162865,Low_Volatility,Low Volatility + No Trend,,,-16.206492,-28620.83,1766.01
2020-01-30,1576.14,1585.87,1572.25,1573.93,58.459785974040514,0.0,0.0,0.00866274447447918,0.009337562892162865,Low_Volatility,Low Volatility + No Trend,,,-3.650837,-8697.13,2382.23
2020-01-31,1574.06,1590.56,1570.79,1588.61,56.110667052763866,0.0,0.5,0.01258602359322378,0.009354078962374973,High_Volatility,High Volatility + Trend False,,,-31.71653,-70295.25,2216.36
2020-02-03,1592.78,1593.35,1574.18,1576.43,60.74553461843252,0.0,0.0,0.012177768743091543,0.009388891667714474,High_Volatility,High Volatility + No Trend,,,-10.990776,-23933.4,2177.59
2020-02-04,1576.93,1579.14,1548.91,1552.37,60.62740256290551,0.0,0.0,0.01951695062979774,0.009423908120132921,High_Volatility,High Volatility + No Trend,,,-82.558497,-213946.22,2591.45
2020-02-05,1552.39,1560.66,1547.41,1555.97,60.332035400746285,0.0,0.0,0.00856269508404366,0.009423908120132921,Low_Volatility,Low Volatility + No Trend,,,-13.166933,-27096.76,2057.94
